"Bleaching","Ocean","Year","Depth","Storms","HumanImpact","Siltation","Dynamite","Poison","Sewage","Industrial","Commercial"
"Yes","Atlantic",2002,3,"no","low","never","none","none","low","none","none"
"Yes","Atlantic",2002,10,"no","low","never","none","none","low","none","none"
"No","Atlantic",2012,10,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2013,9,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2014,10,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2015,11.3,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2016,10.3,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2012,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2013,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2012,6.4,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2013,4,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2014,4.4,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2015,4.6,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2016,4.6,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2008,2,"yes","moderate","often","none","none","moderate","none","none"
"No","Atlantic",2008,4,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2007,3,"yes","moderate","occasionally","none","none","moderate","low","low"
"No","Atlantic",2012,4,"yes","moderate","occasionally","none","none","low","none","low"
"No","Atlantic",2007,8,"yes","moderate","occasionally","none","none","low","none","high"
"No","Atlantic",2008,5,"yes","moderate","occasionally","none","none","low","none","high"
"No","Atlantic",2012,6,"yes","high","occasionally","none","none","low","none","low"
"No","Atlantic",2013,7,"yes","high","occasionally","none","none","none","none","low"
"No","Atlantic",2014,6,"yes","high","occasionally","none","none","none","none","low"
"No","Atlantic",2015,7.3,"yes","high","occasionally","none","none","none","none","low"
"No","Atlantic",2016,8.9,"yes","high","occasionally","none","none","none","none","low"
"No","Atlantic",2007,6,"yes","moderate","occasionally","none","none","low","none","high"
"No","Atlantic",2008,2,"yes","moderate","occasionally","none","none","low","none","high"
"No","Atlantic",2013,5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2014,6,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2015,6.7,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2016,6.6,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2007,8,"yes","moderate","occasionally","none","none","low","low","high"
"No","Atlantic",2008,7,"yes","moderate","occasionally","none","none","low","low","high"
"No","Atlantic",2010,7.8,"yes","high","often","none","none","moderate","low","low"
"No","Atlantic",2012,6,"yes","moderate","occasionally","none","none","low","none","low"
"No","Atlantic",2013,6,"yes","moderate","occasionally","none","none","low","none","low"
"No","Atlantic",2007,8,"yes","moderate","occasionally","none","none","low","low","high"
"No","Atlantic",2013,5,"yes","high","occasionally","none","none","none","low","low"
"No","Atlantic",2014,5,"yes","high","occasionally","none","none","none","low","low"
"No","Atlantic",2015,6.1,"yes","high","occasionally","none","none","none","low","low"
"No","Atlantic",2016,6.1,"yes","high","occasionally","none","none","none","low","low"
"No","Atlantic",2005,3,"no","low","occasionally","none","none","low","low","high"
"No","Atlantic",2005,10,"no","low","occasionally","none","none","low","low","high"
"No","Atlantic",2015,7.6,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2016,9.4,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2014,5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2015,6.1,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2016,7.5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2011,6.5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Atlantic",2014,4,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2012,4.7,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2013,5.5,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2015,8,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2013,6,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2012,9.6,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2013,8,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2014,8.9,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2016,9.3,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2014,9,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2015,8.5,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2016,8.8,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2008,6,"yes","low","often","none","none","none","none","low"
"No","Atlantic",2015,6.1,"yes","low","often","none","none","none","none","low"
"No","Atlantic",2016,5.4,"yes","low","often","none","none","none","none","low"
"No","Atlantic",2014,12,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2004,3,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2004,10,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2007,5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2007,10,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2008,6,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2008,9,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2009,5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2009,8,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2010,7,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2011,5.4,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2011,8.5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2012,7.5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2013,7.5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2014,7,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2008,6,"yes","low","occasionally","moderate","none","none","none","moderate"
"No","Atlantic",2011,7.9,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2013,8,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2015,7.6,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2016,9.6,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2000,3,"no","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2000,10,"no","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2001,3,"no","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2001,10,"no","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2003,3,"yes","high","always","none","none","high","none","none"
"No","Atlantic",2003,10,"yes","high","always","none","none","high","none","none"
"No","Atlantic",2005,4,"yes","high","often","none","none","none","none","none"
"No","Atlantic",2005,8,"yes","high","often","none","none","none","none","none"
"No","Atlantic",2006,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2006,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2007,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2007,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2008,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2008,9,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2009,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2009,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2010,8.5,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2011,5.5,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2011,9,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2012,6,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2014,7.8,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2015,8.3,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2016,7.4,"yes","low","often","none","none","low","low","moderate"
"No","Atlantic",2006,3,"yes","low","occasionally","none","none","low","none","low"
"No","Atlantic",2006,10,"yes","low","occasionally","none","none","low","none","low"
"No","Atlantic",2006,3,"yes","low","occasionally","none","none","low","none","low"
"No","Atlantic",2006,10,"yes","low","occasionally","none","none","low","none","low"
"No","Atlantic",2007,6,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2006,6.5,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2006,10,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2007,5,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2007,10,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2001,3,"no","low","never","none","none","low","none","none"
"No","Atlantic",2001,10,"no","low","never","none","none","low","none","none"
"No","Atlantic",2007,8,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2006,10,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2005,4,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2005,10,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2006,3,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2011,6.6,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2011,12.1,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2012,8,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2014,8.4,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2013,8,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2015,8.3,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2016,8.2,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2004,6,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2004,10,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2008,5,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2008,11,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2009,5,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2009,9,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2010,3,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2010,9.8,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2008,4,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2006,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2006,9,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2007,5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2007,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2009,6,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2009,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2010,8.9,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2011,12,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2012,10,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2014,8.5,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2013,8,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2015,8.6,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2016,8.8,"yes","low","occasionally","none","none","low","low","moderate"
"No","Atlantic",2001,3,"yes","low","never","none","none","moderate","none","none"
"No","Atlantic",2001,10,"yes","low","never","none","none","moderate","none","none"
"No","Atlantic",2003,5,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2003,10,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2005,5,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2005,8,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2006,3,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2006,9,"yes","moderate","always","none","none","none","none","high"
"No","Atlantic",2006,3,"yes","low","occasionally","none","none","low","none","moderate"
"No","Atlantic",2006,5,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2006,3,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2006,10,"yes","low","occasionally","none","none","none","none","moderate"
"No","Atlantic",2014,11,"yes","moderate","occasionally","none","none","none","none","moderate"
"No","Atlantic",2015,7.6,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2014,7,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2015,8.3,"yes","moderate","occasionally","none","none","none","none","high"
"No","Atlantic",2004,17,"yes","moderate","never","none","none","none","low","high"
"No","Atlantic",2004,1.5,"yes","none","never","none","none","low","none","none"
"Yes","Atlantic",2002,10,"no","low","never","none","none","low","none","none"
"No","Atlantic",2004,1,"yes","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2006,1,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2007,4,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2007,4,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2008,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2008,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2009,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2009,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2010,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2010,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2011,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2011,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2012,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2012,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2013,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2014,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2015,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2013,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2014,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2015,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2016,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2016,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2017,5,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",2003,2.5,"yes","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2003,2,"yes","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2005,5,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2005,4,"no","low","never","none","none","low","none","low"
"No","Atlantic",2005,4,"yes","moderate","occasionally","low","none","low","none","none"
"No","Atlantic",2005,10,"yes","moderate","occasionally","low","none","low","none","none"
"No","Pacific",1997,3,"no","low","never","none","none","none","none","none"
"No","Pacific",1997,10,"no","low","never","none","none","none","none","none"
"No","Pacific",2006,3,"no","moderate","occasionally","none","none","low","low","low"
"No","Indian",1998,10,"no","moderate","never","low","none","none","none","none"
"No","Atlantic",2001,8,"no","high","never","none","none","none","none","none"
"No","Atlantic",1998,8,"no","moderate","never","none","none","low","low","none"
"No","Atlantic",2000,8,"no","moderate","never","none","none","none","low","none"
"No","Atlantic",2001,8,"no","moderate","never","none","none","none","low","none"
"No","Atlantic",2001,14,"yes","high","never","none","none","low","none","none"
"Yes","Atlantic",2001,6,"no","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2011,16,"no","moderate","never","none","none","low","low","low"
"No","Atlantic",2011,15,"no","moderate","never","none","none","low","low","none"
"No","Atlantic",2004,3,"yes","moderate","never","none","none","none","low","high"
"No","Atlantic",1999,7,"yes","moderate","never","none","none","low","low","none"
"No","Atlantic",2004,3,"yes","moderate","never","none","none","none","low","high"
"No","Atlantic",2010,11,"yes","high","occasionally","none","none","low","low","none"
"No","Atlantic",2011,3,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2014,5,"no","low","never","none","none","low","low","none"
"No","Atlantic",2015,6,"no","low","never","none","none","none","none","none"
"No","Atlantic",2011,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2006,7,"yes","high","never","none","none","moderate","none","low"
"No","Atlantic",2004,7,"yes","low","never","none","none","low","none","none"
"No","Atlantic",1999,6,"yes","low","never","none","none","none","none","none"
"Yes","Atlantic",2001,5,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2005,6,"yes","high","never","none","none","low","none","none"
"No","Atlantic",2016,5,"no","low","never","none","none","low","low","low"
"Yes","Atlantic",1998,6,"yes","low","never","none","none","high","none","none"
"No","Atlantic",2001,7,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2006,5,"yes","high","never","none","none","moderate","none","low"
"Yes","Atlantic",2001,5,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2001,7.3,"yes","moderate","never","none","none","moderate","low","none"
"No","Atlantic",2010,6.7,"no","high","occasionally","none","none","low","none","none"
"No","Atlantic",2004,16,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2010,13,"no","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2014,9.2,"no","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2015,11.7,"no","low","never","none","none","none","none","none"
"Yes","Atlantic",2001,12.5,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2005,14,"yes","high","never","none","none","low","none","none"
"No","Atlantic",2006,11,"yes","high","never","none","none","moderate","none","low"
"No","Atlantic",2007,12,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2010,10,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2011,6,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2014,10,"no","low","never","none","none","none","none","none"
"No","Atlantic",2016,9.2,"no","low","occasionally","none","none","none","none","none"
"No","Atlantic",2001,12,"yes","moderate","never","none","none","low","low","none"
"Yes","Atlantic",2001,8,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2015,12.5,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2015,5.7,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",1999,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",1999,6,"no","low","never","none","none","none","none","none"
"No","Atlantic",2013,13.4,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2011,15.8,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2014,14,"no","low","occasionally","none","none","low","none","low"
"No","Atlantic",2011,17,"no","low","occasionally","none","none","low","low","low"
"No","Atlantic",2011,13,"no","low","occasionally","none","none","moderate","low","low"
"No","Atlantic",2011,17,"no","low","occasionally","none","none","low","low","low"
"No","Atlantic",2011,12.8,"no","low","occasionally","none","none","low","low","none"
"No","Atlantic",2015,15.5,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2013,13.7,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2014,14,"no","low","occasionally","none","none","low","none","low"
"No","Atlantic",2011,11.8,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2015,5.4,"no","none","occasionally","none","none","moderate","low","low"
"No","Atlantic",2010,4.3,"no","none","never","none","none","low","low","none"
"No","Atlantic",2013,4.5,"no","none","occasionally","none","none","moderate","low","low"
"No","Atlantic",2011,6.7,"no","none","never","none","none","low","none","none"
"No","Atlantic",2015,5.4,"no","none","occasionally","none","none","moderate","low","low"
"No","Atlantic",2015,14.6,"no","none","occasionally","none","none","low","low","low"
"No","Atlantic",2015,5,"yes","high","occasionally","none","none","moderate","moderate","low"
"No","Atlantic",2014,3,"no","low","often","none","none","moderate","moderate","none"
"No","Atlantic",2009,9.3,"no","low","never","none","none","low","low","none"
"No","Atlantic",2009,10,"no","low","never","none","none","moderate","moderate","none"
"No","Atlantic",2005,20,"yes","low","occasionally","none","none","low","none","low"
"No","Atlantic",2011,7.7,"no","low","occasionally","none","none","low","low","low"
"No","Atlantic",2011,7,"no","high","often","none","none","high","high","none"
"No","Atlantic",2004,7,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2004,12,"yes","moderate","never","none","none","none","none","none"
"No","Indian",2003,2.5,"yes","low","often","low","none","none","none","moderate"
"No","Indian",2003,3,"yes","low","often","low","none","none","none","moderate"
"No","Indian",2003,3.5,"yes","moderate","occasionally","high","none","moderate","none","high"
"No","Indian",2003,3,"yes","moderate","occasionally","none","none","moderate","low","moderate"
"No","Indian",2003,3.5,"yes","moderate","occasionally","none","none","moderate","low","moderate"
"Yes","Atlantic",2002,6.5,"yes","moderate","never","none","none","low","none","none"
"Yes","Atlantic",2002,13,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2003,12,"no","low","occasionally","none","none","low","none","none"
"No","Atlantic",2006,5.5,"yes","low","occasionally","none","none","low","none","none"
"Yes","Atlantic",1999,4,"yes","high","never","none","none","moderate","none","none"
"Yes","Atlantic",1999,8,"yes","high","never","none","none","moderate","none","none"
"No","Atlantic",2003,10.5,"no","low","never","none","none","low","none","none"
"Yes","Atlantic",2002,6.5,"yes","moderate","never","none","none","low","none","none"
"Yes","Atlantic",2002,13,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2004,6.5,"no","low","occasionally","none","none","low","none","none"
"No","Atlantic",2006,6.5,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2004,5.5,"no","low","occasionally","none","none","low","none","low"
"No","Atlantic",2005,3,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2005,10,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2015,3,"no","low","occasionally","none","none","low","low","none"
"Yes","Atlantic",2001,6,"yes","high","never","none","none","high","none","none"
"Yes","Atlantic",2001,12,"yes","high","never","none","none","high","none","none"
"No","Atlantic",2015,5,"yes","low","never","none","none","none","none","moderate"
"No","Atlantic",2001,6,"yes","moderate","never","none","none","moderate","none","none"
"No","Atlantic",2001,13,"yes","moderate","never","none","none","moderate","none","none"
"Yes","Atlantic",1999,8,"yes","high","never","none","none","high","none","none"
"No","Atlantic",2005,3,"no","moderate","often","none","none","low","none","none"
"No","Atlantic",2004,12,"yes","low","never","none","none","none","none","moderate"
"No","Atlantic",2005,3,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2005,10,"yes","low","occasionally","none","none","none","none","low"
"No","Atlantic",2004,6,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2004,10,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2001,11,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2002,10,"yes","moderate","never","none","none","low","none","none"
"No","Atlantic",2005,4,"no","moderate","occasionally","none","none","moderate","none","low"
"No","Atlantic",2005,4,"no","moderate","often","none","none","low","low","moderate"
"No","Atlantic",2004,10,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2005,10,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2004,10,"yes","moderate","occasionally","none","none","low","none","none"
"No","Atlantic",2005,10,"yes","moderate","occasionally","none","none","low","none","none"
"Yes","Atlantic",2001,3,"yes","high","never","none","none","low","none","none"
"No","Atlantic",2002,3,"yes","high","never","none","none","low","none","none"
"No","Atlantic",2003,3,"yes","moderate","never","none","none","none","none","high"
"No","Atlantic",2003,10,"yes","moderate","never","none","none","none","none","high"
"No","Atlantic",2004,3,"yes","moderate","occasionally","none","none","low","low","high"
"No","East Pacific",2010,10,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,9,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,10,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,8.8,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,8.3,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,7,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,8.3,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,7,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,8,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,11.7,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,10,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,10,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2010,9.3,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,7,"no","low","occasionally","none","none","none","none","none"
"No","East Pacific",2009,10,"no","low","occasionally","none","none","low","none","none"
"No","East Pacific",2009,4,"no","low","occasionally","none","none","none","none","none"
"No","Atlantic",2004,6,"yes","moderate","never","none","none","none","none","none"
"No","Atlantic",2004,8,"yes","moderate","never","none","none","none","none","none"
"No","East Pacific",2009,5,"no","low","never","none","none","none","none","low"
"No","Atlantic",2003,10,"yes","none","never","none","none","none","none","none"
"No","Atlantic",2004,3,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2004,10,"yes","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2005,9,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2005,9,"yes","low","occasionally","none","none","low","none","none"
"No","Atlantic",2006,8,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2004,6,"yes","moderate","always","none","none","low","moderate","low"
"No","Atlantic",2006,7,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2006,13,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2006,7,"yes","low","often","none","none","none","none","low"
"No","Atlantic",2006,13,"yes","low","often","none","none","none","none","low"
"No","Atlantic",2007,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2007,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2007,6,"yes","low","always","none","none","none","none","none"
"No","Atlantic",2007,12,"yes","low","always","none","none","none","none","none"
"No","Atlantic",2008,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2008,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2008,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2008,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2009,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2009,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2009,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2009,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2011,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2011,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2011,6,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2011,12,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2006,5,"yes","moderate","often","none","none","none","low","none"
"No","Atlantic",2006,10,"yes","moderate","often","none","none","none","low","none"
"No","Atlantic",2006,3,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2006,9,"yes","low","often","none","none","none","none","none"
"No","Atlantic",2007,6,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2007,12,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2009,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2009,12,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2009,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2009,12,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2011,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2011,12,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2011,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2011,12,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2007,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2007,11.5,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2007,6,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2007,12,"yes","low","occasionally","none","none","none","none","none"
"No","Atlantic",2008,6,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2008,12,"yes","low","never","none","none","none","none","none"
